Date,Adj Close,Close,High,Low,Open,Volume
2022-11-07 00:00:00+00:00,1332.305664,1350.802734,1365.432373,1345.926147,1365.432373,9279829
2022-11-08 00:00:00+00:00,1322.686157,1341.049683,1360.555786,1341.049683,1355.679321,4545739
2022-11-09 00:00:00+00:00,1322.686157,1341.049683,1345.926147,1331.296509,1341.049683,6810355
2022-11-10 00:00:00+00:00,1322.686157,1341.049683,1341.049683,1321.543457,1341.049683,6107808
2022-11-11 00:00:00+00:00,1322.686157,1341.049683,1365.432373,1336.173096,1345.926147,7463482
2022-11-14 00:00:00+00:00,1327.49585,1345.926147,1355.679321,1336.173096,1345.926147,7712018
2022-11-15 00:00:00+00:00,1322.686157,1341.049683,1350.802734,1336.173096,1341.049683,4222765
2022-11-16 00:00:00+00:00,1308.256836,1326.420044,1345.926147,1321.543457,1341.049683,4702818
2022-11-17 00:00:00+00:00,1308.256836,1326.420044,1331.296509,1316.66687,1326.420044,4588700
2022-11-18 00:00:00+00:00,1303.447021,1321.543457,1345.926147,1316.66687,1321.543457,7399502
2022-11-21 00:00:00+00:00,1308.256836,1326.420044,1341.049683,1326.420044,1341.049683,2300604
2022-11-22 00:00:00+00:00,1308.256836,1326.420044,1331.296509,1321.543457,1326.420044,2513870
2022-11-23 00:00:00+00:00,1327.49585,1345.926147,1345.926147,1326.420044,1326.420044,6466874
2022-11-24 00:00:00+00:00,1332.305664,1350.802734,1365.432373,1350.802734,1350.802734,3873132
2022-11-25 00:00:00+00:00,1317.876343,1336.173096,1365.432373,1331.296509,1365.432373,2814288
2022-11-28 00:00:00+00:00,1308.256836,1326.420044,1336.173096,1316.66687,1331.296509,4852411
2022-11-29 00:00:00+00:00,1279.398193,1297.160767,1326.420044,1292.28418,1321.543457,7048229
2022-11-30 00:00:00+00:00,1284.207886,1302.037231,1311.790405,1297.160767,1297.160767,4778588
2022-12-01 00:00:00+00:00,1274.588501,1292.28418,1306.913818,1287.407715,1302.037231,5060448
2022-12-02 00:00:00+00:00,1269.778687,1287.407715,1297.160767,1277.654541,1292.28418,5095206
2022-12-05 00:00:00+00:00,1260.159058,1277.654541,1302.037231,1277.654541,1287.407715,3648792
2022-12-06 00:00:00+00:00,1245.729736,1263.024902,1277.654541,1253.271851,1277.654541,5506050
2022-12-07 00:00:00+00:00,1221.680908,1238.642212,1267.901489,1238.642212,1263.024902,4017906
2022-12-08 00:00:00+00:00,1216.871216,1233.765625,1258.148438,1155.740967,1219.135986,23887408
2022-12-09 00:00:00+00:00,1183.202881,1199.629883,1238.642212,1194.753296,1228.88916,8445735
2022-12-12 00:00:00+00:00,1197.632202,1214.259521,1219.135986,1175.247192,1199.629883,8497308
2022-12-13 00:00:00+00:00,1245.729736,1263.024902,1263.024902,1214.259521,1214.259521,23956001
2022-12-14 00:00:00+00:00,1198.362549,1215,1285,1200,1285,21380400
2022-12-15 00:00:00+00:00,1193.430908,1210,1230,1200,1215,7163500
2022-12-16 00:00:00+00:00,1183.567871,1200,1220,1200,1205,16051400
2022-12-19 00:00:00+00:00,1104.66333,1120,1200,1120,1200,35669500
2022-12-20 00:00:00+00:00,1084.937256,1100,1140,1095,1120,29406200
2022-12-21 00:00:00+00:00,1134.252563,1150,1200,1100,1100,62862000
2022-12-22 00:00:00+00:00,1203.294067,1220,1240,1145,1155,71440900
2022-12-23 00:00:00+00:00,1198.362549,1215,1265,1205,1220,64479300
2022-12-26 00:00:00+00:00,1292.061646,1310,1355,1220,1220,78567600
2022-12-27 00:00:00+00:00,1262.472412,1280,1365,1255,1320,56948700
2022-12-28 00:00:00+00:00,1252.609375,1270,1310,1255,1280,34163400
2022-12-29 00:00:00+00:00,1272.335449,1290,1300,1260,1280,20033600
2022-12-30 00:00:00+00:00,1272.335449,1290,1310,1270,1295,18916000
2023-01-02 00:00:00+00:00,1267.404053,1285,1305,1265,1300,10661100
2023-01-03 00:00:00+00:00,1375.897705,1395,1395,1280,1285,69673900
2023-01-04 00:00:00+00:00,1366.034546,1385,1425,1385,1390,58214700
2023-01-05 00:00:00+00:00,1316.71936,1335,1390,1330,1385,35944100
2023-01-06 00:00:00+00:00,1370.966187,1390,1415,1320,1330,43879400
2023-01-09 00:00:00+00:00,1346.308594,1365,1405,1350,1400,29254700
2023-01-10 00:00:00+00:00,1306.856201,1325,1370,1305,1365,19159500
2023-01-11 00:00:00+00:00,1316.71936,1335,1340,1285,1325,21926600
2023-01-12 00:00:00+00:00,1311.787842,1330,1365,1320,1340,27948200
2023-01-13 00:00:00+00:00,1301.924805,1320,1345,1310,1335,9097100
2023-01-16 00:00:00+00:00,1311.787842,1330,1350,1310,1320,13596300
2023-01-17 00:00:00+00:00,1331.513916,1350,1380,1330,1335,22158500
2023-01-18 00:00:00+00:00,1331.513916,1350,1365,1335,1355,8691400
2023-01-19 00:00:00+00:00,1321.650757,1340,1355,1335,1350,8683200
2023-01-20 00:00:00+00:00,1366.034546,1385,1395,1335,1340,42525300
2023-01-24 00:00:00+00:00,1356.171509,1375,1390,1350,1385,25831500
2023-01-25 00:00:00+00:00,1356.171509,1375,1385,1360,1375,14368500
2023-01-26 00:00:00+00:00,1400.555298,1420,1445,1375,1375,98800700
2023-01-27 00:00:00+00:00,1370.966187,1390,1425,1390,1420,54634900
2023-01-30 00:00:00+00:00,1361.103149,1380,1415,1360,1390,44835600
2023-01-31 00:00:00+00:00,1316.71936,1335,1395,1330,1390,36466800
2023-02-01 00:00:00+00:00,1326.582397,1345,1365,1340,1340,31842200
2023-02-02 00:00:00+00:00,1331.513916,1350,1370,1345,1360,21127900
2023-02-03 00:00:00+00:00,1341.376953,1360,1375,1345,1350,22808500
