Date,Adj Close,Close,High,Low,Open,Volume
2022-11-07 00:00:00+00:00,8408.03418,8850,8850,8675,8725,94794000
2022-11-08 00:00:00+00:00,8313.02832,8750,8875,8725,8850,42525500
2022-11-09 00:00:00+00:00,8431.785156,8875,8875,8675,8675,96599500
2022-11-10 00:00:00+00:00,8360.53125,8800,8800,8725,8725,89463000
2022-11-11 00:00:00+00:00,8408.03418,8850,8925,8825,8900,59597900
2022-11-14 00:00:00+00:00,8313.02832,8750,8900,8750,8875,49208200
2022-11-15 00:00:00+00:00,8360.53125,8800,8850,8750,8775,59092900
2022-11-16 00:00:00+00:00,8170.518555,8600,8675,8550,8625,143424800
2022-11-17 00:00:00+00:00,8289.276367,8725,8825,8600,8625,72679800
2022-11-18 00:00:00+00:00,8384.282227,8825,8900,8725,8725,83556900
2022-11-21 00:00:00+00:00,8289.276367,8725,8900,8725,8875,35901000
2022-11-22 00:00:00+00:00,8455.536133,8900,8950,8850,8900,84684200
2022-11-23 00:00:00+00:00,8431.785156,8875,8975,8875,8900,84642100
2022-11-24 00:00:00+00:00,8550.542969,9000,9000,8950,8975,53520800
2022-11-25 00:00:00+00:00,8526.791016,8975,9000,8900,9000,75048300
2022-11-28 00:00:00+00:00,8574.293945,9025,9100,8975,9050,96209700
2022-11-29 00:00:00+00:00,8526.791016,8975,9075,8925,8975,91562100
2022-11-30 00:00:00+00:00,8835.561523,9300,9400,8850,8875,644359600
2022-12-01 00:00:00+00:00,8550.542969,9000,9350,9000,9275,155775400
2022-12-02 00:00:00+00:00,8488.547852,8900,8975,8900,8900,130982100
2022-12-05 00:00:00+00:00,8369.328125,8775,8900,8775,8800,114656300
2022-12-06 00:00:00+00:00,8273.950195,8675,8750,8575,8725,180553800
2022-12-07 00:00:00+00:00,8059.351563,8450,8575,8450,8500,229308700
2022-12-08 00:00:00+00:00,8107.040527,8500,8575,8350,8375,172590100
2022-12-09 00:00:00+00:00,8178.572754,8575,8600,8450,8500,90851300
2022-12-12 00:00:00+00:00,8297.794922,8700,8700,8475,8525,102851800
2022-12-13 00:00:00+00:00,8297.794922,8700,8700,8550,8625,104580200
2022-12-14 00:00:00+00:00,8226.262695,8625,8700,8525,8600,118164300
2022-12-15 00:00:00+00:00,8107.040527,8500,8600,8500,8575,113255700
2022-12-16 00:00:00+00:00,8202.416992,8600,8650,8400,8425,181516700
2022-12-19 00:00:00+00:00,8250.105469,8650,8700,8600,8650,67482900
2022-12-20 00:00:00+00:00,8178.572754,8575,8650,8550,8550,41243700
2022-12-21 00:00:00+00:00,8273.950195,8675,8700,8575,8600,33617700
2022-12-22 00:00:00+00:00,8178.572754,8575,8675,8575,8650,59591500
2022-12-23 00:00:00+00:00,8107.040527,8500,8575,8500,8525,47393000
2022-12-26 00:00:00+00:00,8178.572754,8575,8625,8500,8500,20495900
2022-12-27 00:00:00+00:00,8202.416992,8600,8650,8575,8600,27193800
2022-12-28 00:00:00+00:00,8250.105469,8650,8650,8550,8650,40420200
2022-12-29 00:00:00+00:00,8178.572754,8575,8600,8500,8525,47020900
2022-12-30 00:00:00+00:00,8154.729492,8550,8650,8550,8575,44681400
2023-01-02 00:00:00+00:00,8154.729492,8550,8600,8500,8575,10653900
2023-01-03 00:00:00+00:00,8154.729492,8550,8600,8525,8550,27399100
2023-01-04 00:00:00+00:00,7963.975098,8350,8575,8350,8525,90918800
2023-01-05 00:00:00+00:00,7868.597656,8250,8375,8150,8350,128838500
