Date,Adj Close,Close,High,Low,Open,Volume
2022-11-07 00:00:00+00:00,10224.27051,10525,10650,10225,10475,7410000
2022-11-08 00:00:00+00:00,9957.12793,10250,10700,10250,10650,4252600
2022-11-09 00:00:00+00:00,9884.271484,10175,10450,10050,10225,7629700
2022-11-10 00:00:00+00:00,10175.69922,10475,10475,10100,10175,5997800
2022-11-11 00:00:00+00:00,9957.12793,10250,10575,10225,10500,2208100
2022-11-14 00:00:00+00:00,10005.69922,10300,10300,10150,10250,1419800
2022-11-15 00:00:00+00:00,9811.414063,10100,10250,10050,10250,2595000
2022-11-16 00:00:00+00:00,9544.271484,9825,10125,9700,10100,4118900
2022-11-17 00:00:00+00:00,9349.986328,9625,9825,9525,9750,3082600
2022-11-18 00:00:00+00:00,9617.128906,9900,9900,9600,9625,3251700
2022-11-21 00:00:00+00:00,9471.415039,9750,9950,9700,9925,1190500
2022-11-22 00:00:00+00:00,9349.986328,9625,9800,9625,9750,889900
2022-11-23 00:00:00+00:00,9398.557617,9675,9775,9650,9650,979300
2022-11-24 00:00:00+00:00,9471.415039,9750,9900,9600,9675,1868500
2022-11-25 00:00:00+00:00,9617.128906,9900,9925,9700,9750,2177500
2022-11-28 00:00:00+00:00,9641.415039,9925,9975,9825,9900,1828900
2022-11-29 00:00:00+00:00,9568.556641,9850,9950,9825,9925,1654000
2022-11-30 00:00:00+00:00,9665.700195,9950,10050,9775,9775,5187400
2022-12-01 00:00:00+00:00,9714.271484,10000,10025,9850,9875,3197400
2022-12-02 00:00:00+00:00,9714.271484,10000,10100,9850,10050,2675500
2022-12-05 00:00:00+00:00,9641.415039,9925,10000,9850,10000,1509100
2022-12-06 00:00:00+00:00,9689.986328,9975,9975,9725,9925,2110700
2022-12-07 00:00:00+00:00,9665.700195,9950,9950,9750,9950,2432900
2022-12-08 00:00:00+00:00,9617.128906,9900,9950,9500,9950,2820000
2022-12-09 00:00:00+00:00,9641.415039,9925,9975,9825,9900,2155300
2022-12-12 00:00:00+00:00,9714.271484,10000,10100,9850,9925,3288800
2022-12-13 00:00:00+00:00,9714.271484,10000,10075,9875,10075,2078700
2022-12-14 00:00:00+00:00,9689.986328,9975,10050,9925,10000,1405600
2022-12-15 00:00:00+00:00,9568.556641,9850,9975,9825,9975,874800
2022-12-16 00:00:00+00:00,9665.700195,9950,9950,9775,9800,1019300
2022-12-19 00:00:00+00:00,9592.842773,9875,9950,9775,9950,1099200
2022-12-20 00:00:00+00:00,9568.556641,9850,9925,9800,9875,1052400
2022-12-21 00:00:00+00:00,9568.556641,9850,9925,9750,9850,557800
2022-12-22 00:00:00+00:00,9374.272461,9650,9850,9625,9850,1281200
2022-12-23 00:00:00+00:00,9471.415039,9750,9750,9625,9650,783600
2022-12-26 00:00:00+00:00,9544.271484,9825,9875,9650,9725,450300
2022-12-27 00:00:00+00:00,9787.12793,10075,10100,9800,9800,1871400
2022-12-28 00:00:00+00:00,9738.557617,10025,10050,9900,10025,1369700
2022-12-29 00:00:00+00:00,9641.415039,9925,10025,9900,10000,720900
2022-12-30 00:00:00+00:00,9617.128906,9900,10000,9875,10000,1114400
2023-01-02 00:00:00+00:00,9665.700195,9950,9950,9800,9900,268700
2023-01-03 00:00:00+00:00,9568.556641,9850,9950,9825,9950,958000
2023-01-04 00:00:00+00:00,9495.700195,9775,9925,9675,9850,3837100
2023-01-05 00:00:00+00:00,9349.986328,9625,9825,9550,9775,3648800
2023-01-06 00:00:00+00:00,9762.842773,10050,10150,9550,9575,5144900
2023-01-09 00:00:00+00:00,9981.414063,10275,10275,10000,10125,2257200
2023-01-10 00:00:00+00:00,9762.842773,10050,10175,10000,10125,1420700
2023-01-11 00:00:00+00:00,9884.271484,10175,10275,9975,10100,4578700
2023-01-12 00:00:00+00:00,10005.69922,10300,10450,10175,10275,7565700
2023-01-13 00:00:00+00:00,9981.414063,10275,10425,10200,10300,1821000
2023-01-16 00:00:00+00:00,9957.12793,10250,10425,10250,10300,2676500
2023-01-17 00:00:00+00:00,9689.986328,9975,10275,9800,10250,5632300
2023-01-18 00:00:00+00:00,9544.271484,9825,9975,9750,9975,2109600
2023-01-19 00:00:00+00:00,9714.271484,10000,10075,9725,9750,2532100
2023-01-20 00:00:00+00:00,9519.986328,9800,9975,9775,9975,2587800
2023-01-24 00:00:00+00:00,9495.700195,9775,9900,9750,9825,2315700
2023-01-25 00:00:00+00:00,9568.556641,9850,9900,9750,9775,1914000
2023-01-26 00:00:00+00:00,9811.414063,10100,10275,9900,9900,5718500
2023-01-27 00:00:00+00:00,9617.128906,9900,10100,9850,10100,2417000
2023-01-30 00:00:00+00:00,9544.271484,9825,9925,9775,9850,2342900
2023-01-31 00:00:00+00:00,9714.271484,10000,10050,9825,9825,6935200
2023-02-01 00:00:00+00:00,9617.128906,9900,10175,9850,10075,3936100
2023-02-02 00:00:00+00:00,10054.27051,10350,10425,10000,10100,8692800
2023-02-03 00:00:00+00:00,10297.12793,10600,10650,10325,10350,9921700
2023-02-06 00:00:00+00:00,10661.41309,10975,11125,10700,10750,11924900
2023-02-07 00:00:00+00:00,10467.12793,10775,11050,10775,10900,3552100
2023-02-08 00:00:00+00:00,10637.12793,10950,11000,10675,10725,2554500
2023-02-09 00:00:00+00:00,10661.41309,10975,11125,10825,10950,6242700
2023-02-10 00:00:00+00:00,11147.12695,11475,11500,11075,11100,13571700
2023-02-13 00:00:00+00:00,11074.26953,11400,11575,11275,11450,4522800
2023-02-14 00:00:00+00:00,11365.69824,11700,11850,11425,11425,8118500
2023-02-15 00:00:00+00:00,11195.69824,11525,11700,11275,11700,2342300
2023-02-16 00:00:00+00:00,11074.26953,11400,11575,11300,11550,2196300
2023-02-17 00:00:00+00:00,10685.69922,11000,11475,11000,11375,3181600
2023-02-20 00:00:00+00:00,10782.84082,11100,11325,11000,11100,4469000
2023-02-21 00:00:00+00:00,11074.26953,11400,11475,11175,11175,3114200
2023-02-22 00:00:00+00:00,10952.84082,11275,11400,11175,11300,2152900
2023-02-23 00:00:00+00:00,10879.98438,11200,11350,11125,11275,840000
2023-02-24 00:00:00+00:00,10782.84082,11100,11300,11100,11300,1618100
2023-02-27 00:00:00+00:00,10709.98438,11025,11400,10950,11100,2464000
2023-02-28 00:00:00+00:00,10807.12695,11125,11175,10875,11075,2952600
2023-03-01 00:00:00+00:00,10952.84082,11275,11275,11025,11125,1428000
2023-03-02 00:00:00+00:00,10807.12695,11125,11300,11125,11250,2214600
2023-03-03 00:00:00+00:00,11098.55469,11425,11600,11175,11275,5450600
2023-03-06 00:00:00+00:00,10977.12695,11300,11600,11275,11475,3997600
2023-03-07 00:00:00+00:00,10928.55566,11250,11400,11125,11250,2286900
2023-03-08 00:00:00+00:00,11147.12695,11475,11475,11200,11250,4477000
2023-03-09 00:00:00+00:00,11147.12695,11475,11475,11300,11450,2924200
2023-03-10 00:00:00+00:00,11147.12695,11475,11475,11325,11400,1977300
2023-03-13 00:00:00+00:00,10709.98438,11025,11475,10900,11475,3317800
2023-03-14 00:00:00+00:00,10685.69922,11000,11150,10800,11000,2192400
2023-03-15 00:00:00+00:00,9957.12793,10250,11000,10250,10900,4529900
2023-03-16 00:00:00+00:00,9471.415039,9750,9975,9550,9900,12136300
2023-03-17 00:00:00+00:00,9714.271484,10000,10200,9725,9750,15715000
2023-03-20 00:00:00+00:00,9835.699219,10125,10200,9925,10000,2940000
2023-03-21 00:00:00+00:00,9787.12793,10075,10275,10025,10150,1843800
2023-03-24 00:00:00+00:00,9787.12793,10075,10150,9900,10100,3053800
2023-03-27 00:00:00+00:00,9665.700195,9950,10075,9800,10075,5063900
2023-03-28 00:00:00+00:00,10418.55664,10725,10750,10100,10125,6148900
2023-03-29 00:00:00+00:00,10321.41309,10625,10850,10575,10750,3169100
2023-03-30 00:00:00+00:00,10418.55664,10725,10900,10575,10650,2810600
2023-03-31 00:00:00+00:00,10224.27051,10525,10675,10400,10675,5009300
2023-04-03 00:00:00+00:00,10199.98535,10500,10675,10200,10575,4292400
2023-04-04 00:00:00+00:00,10151.41406,10450,10600,10300,10500,2681900
2023-04-05 00:00:00+00:00,9447.128906,9725,10525,9725,10500,15167900
2023-04-06 00:00:00+00:00,9617.128906,9900,9975,9750,9825,4868800
2023-04-10 00:00:00+00:00,9617.128906,9900,9950,9800,9900,1568700
2023-04-11 00:00:00+00:00,10029.98535,10325,10325,9825,9900,6471400
2023-04-12 00:00:00+00:00,10102.8418,10400,10600,10200,10325,4818500
2023-04-13 00:00:00+00:00,9908.557617,10200,10425,10200,10400,2257200
2023-04-14 00:00:00+00:00,9981.414063,10275,10400,10225,10250,2177000
2023-04-17 00:00:00+00:00,10029.98535,10325,10375,10150,10225,2720000
2023-04-18 00:00:00+00:00,10054.27051,10350,10450,10325,10325,1337600
2023-04-26 00:00:00+00:00,10151.41406,10450,10450,10000,10250,3767600
2023-04-27 00:00:00+00:00,10199.98535,10500,10650,10350,10350,3514200
2023-04-28 00:00:00+00:00,10539.98438,10850,10850,10300,10550,6691700
2023-05-02 00:00:00+00:00,9811.414063,10100,10500,10100,10500,5104200
2023-05-03 00:00:00+00:00,9714.271484,10000,10100,9825,10100,3706400
2023-05-04 00:00:00+00:00,9714.271484,10000,10075,9925,10000,2754200
2023-05-05 00:00:00+00:00,9714.271484,10000,10000,9850,10000,3934000
2023-05-08 00:00:00+00:00,9884.271484,10175,10250,9950,10025,3938500
2023-05-09 00:00:00+00:00,10054.27051,10350,10450,10125,10175,3319500
2023-05-10 00:00:00+00:00,9908.557617,10200,10400,10200,10325,1507000
2023-05-11 00:00:00+00:00,9932.842773,10225,10300,10075,10200,2225600
2023-05-12 00:00:00+00:00,9908.557617,10200,10400,10100,10225,1417400
2023-05-15 00:00:00+00:00,9908.557617,10200,10200,10100,10200,1373900
2023-05-16 00:00:00+00:00,9981.414063,10275,10300,10150,10200,2551600
2023-05-17 00:00:00+00:00,10078.55664,10375,10500,10250,10325,2922900
2023-05-19 00:00:00+00:00,9908.557617,10200,10325,10000,10250,3591400
2023-05-22 00:00:00+00:00,10005.69922,10300,10425,10150,10200,2467700
2023-05-23 00:00:00+00:00,9689.986328,9975,10275,9925,10275,6370600
2023-05-24 00:00:00+00:00,9762.842773,10050,10075,9900,9975,3874200
2023-05-25 00:00:00+00:00,9787.12793,10075,10200,10000,10050,4723700
2023-05-26 00:00:00+00:00,9762.842773,10050,10175,10050,10075,2161800
2023-05-29 00:00:00+00:00,10068.85742,10200,10200,9925,9950,1780800
2023-05-30 00:00:00+00:00,10167.57129,10300,10300,10075,10175,1121300
2023-05-31 00:00:00+00:00,9772.713867,9900,10200,9900,10175,5428000
2023-06-05 00:00:00+00:00,9772.713867,9900,9975,9825,9950,2967200
